facname,number,street,address,city,borough,latitude,longitude
3705 CHURCH AVE TEXTILE DROP-OFF SITE,,,"3705 CHURCH AVENUE, BROOKLYN, NY, USA",BROOKLYN,BROOKLYN,40.651389,-73.942566
ALL-TYPE TOWING CORP.,42-42,FRANCIS LEWIS BOULEVARD,42-42 FRANCIS LEWIS BOULEVARD,BAYSIDE,QUEENS,40.75864035,-73.78447647
HOWARD AVE /PARK PLACE,1767B,STERLING PLACE,1767B STERLING PLACE,BROOKLYN,BROOKLYN,40.67105581,-73.91997653
LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,26,BROADWAY,26 BROADWAY,NEW YORK,MANHATTAN,40.70543953,-74.01288714
SUCCESS ACADEMY CS-NYC 6,,,100 PINE ST-6TH FL,BROOKLYN,BROOKLYN,40.68416424,-73.87356073
SIMPLE JOY SUMMER CAMP,42-15,165 STREET,42-15 165 STREET,FLUSHING,QUEENS,40.75931322,-73.80105822
BROOKDALE FAMILY CARE CENTER INC,2554,LINDEN BOULEVARD,2554 LINDEN BOULEVARD,BROOKLYN,BROOKLYN,40.6675657,-73.86955952
EAST 54TH OPERATING LLC,245,EAST 54 STREET,245 EAST 54 STREET,NEW YORK,MANHATTAN,40.75780359,-73.96678704
URBAN PARKING CORP,2319,3 AVENUE,2319 3 AVENUE,NEW YORK,MANHATTAN,40.80383743,-73.93503893
BIG APPLE INSTITUTE SITE 2,503,LAKE STREET,503 LAKE STREET,BROOKLYN,BROOKLYN,40.59142636,-73.97473749
KREE INST OF ELECTROLYSIS INC,1500,BROADWAY,1500 BROADWAY,NEW YORK,MANHATTAN,40.75677636,-73.98563486
HUMANS IN HARMONY CORP.,,,,NEW YORK,MANHATTAN,,
DE HOSTOS PLAYGROUND,140,LORIMER STREET,140 LORIMER STREET,BROOKLYN,BROOKLYN,40.70321262,-73.94849904
4068 3 AVE TEXTILE DROP-OFF SITE,,,"4068 3RD AVENUE, BRONX, NY, USA",BRONX,BRONX,40.843364,-73.897479
JAMAICA HOSPITAL NURSING HOME CO INC,89-40,135 STREET,89-40 135 STREET,RICHMOND HILL,QUEENS,40.69998827,-73.81695274
PECK SLIP,,,,NEW YORK,MANHATTAN,40.70757117,-74.00138844
"KIDS-CENTRIC, INC UNV. SETTLEMENT",565,LIVONIA AVENUE,565 LIVONIA AVENUE,BROOKLYN,BROOKLYN,40.66466879,-73.89626504
3718 HENRY HUDSON PARKING LLC,3718,HENRY HUDSON PARKWAY,3718 HENRY HUDSON PARKWAY,BRONX,BRONX,40.88825078,-73.9099666
39TH AND EIGHTH PARKING LLC,310,WEST 39 STREET,310 WEST 39 STREET,NEW YORK,MANHATTAN,40.75544414,-73.99202087
WOODWIND YOUR FAMILY AT PS 305,344,MONROE STREET,344 MONROE STREET,BROOKLYN,BROOKLYN,40.68573837,-73.94526166
PS 257,60,COOK STREET,60 COOK STREET,BROOKLYN,BROOKLYN,40.70280441,-73.94148567
BROOKLYN PORT AUTH MARINE TERMINAL PIER NO 7,,,,BROOKLYN,BROOKLYN,40.691749,-74.00195
THE STEPHANIE A. VIERNO SCHOOL,216,CLAWSON STREET,216 CLAWSON STREET,STATEN ISLAND,STATEN ISLAND,40.57382502,-74.10891136
JEFFERSON MARKET LIBRARY,425,AVENUE OF THE AMERICAS,425 AVENUE OF THE AMERICAS,NEW YORK,MANHATTAN,40.73460467,-73.9991669
BRONX CHARTER-EXCELLENCE 4,4300,MURDOCK AVENUE,4300 MURDOCK AVENUE,BRONX,BRONX,40.89869049,-73.8422444
P.S. 328 PHYLLIS WHEATLEY,330,ALABAMA AVENUE,330 ALABAMA AVENUE,BROOKLYN,BROOKLYN,40.66778565,-73.89819639
BRIAR HILL REALTY LLC,630,WEST 246 STREET,630 WEST 246 STREET,BRONX,BRONX,40.89174588,-73.91176273
TUDER SUBSTATION AND EMERGENCY EXIT,421,EAST 42 STREET,421 EAST 42 STREET,NEW YORK,MANHATTAN,40.748569,-73.968688
NYCHA-PARKSIDE,2972,BRONX PARK EAST,2972 BRONX PARK EAST,BRONX,BRONX,40.86922532,-73.87021865
169TH ST PARKING CORP,1240,EDWARD L GRANT HIGHWAY,1240 EDWARD L GRANT HIGHWAY,BRONX,BRONX,40.83721539,-73.92192714
IND GREENWICH AVENUE SUBSTATION,253,WEST 13 STREET,253 WEST 13 STREET,NEW YORK,MANHATTAN,40.738997,-74.002248
GRAVESEND LIBRARY,,,,BROOKLYN,BROOKLYN,40.5906025,-73.9717539
P.S. 245,249,EAST 17 STREET,249 EAST 17 STREET,BROOKLYN,BROOKLYN,40.64495629,-73.96289414
WELL STATION #50,,PARSONS BOULEVARD,PARSONS BOULEVARD,FRESH MEADOWS,QUEENS,40.723387,-73.809924
RRM - STORAGE YARD,303,SOUTH STREET,303 SOUTH STREET,NEW YORK,MANHATTAN,40.70958278,-73.98634969
PV PARKING CORP,34-11,STEINWAY STREET,34-11 STEINWAY STREET,LONG ISLAND CITY,QUEENS,40.75624896,-73.92072553
IGBANS INSTITUTE OF VOCATIONAL TRAIN,,,"1870 GRAND CONCOURSE, 2ND FL",BRONX,BRONX,40.84858386,-73.90631523
PAL AT CLINTONVILLE PARK,,,154-60 17TH RD,WHITESTONE,QUEENS,40.78290627,-73.80816462
CP PARKING CORP.,37-02,COLLEGE POINT BOULEVARD,37-02 COLLEGE POINT BOULEVARD,FLUSHING,QUEENS,40.7601152,-73.83511016
"LOVE FELLOWSHIP TABERNACLE, INC.",464,LIBERTY AVENUE,464 LIBERTY AVENUE,BROOKLYN,BROOKLYN,40.6748025,-73.89243445
WASHINGTON SQUARE ASSOCIATION MUSIC FUND,,,,NEW YORK,MANHATTAN,,
SUNSET TERRACE FAMILY HEALTH CENTER AT NYU LANGONE,514,49 STREET,514 49 STREET,BROOKLYN,BROOKLYN,40.64515118,-74.00926396
DRAYNIB CORP.,25,WEST 174 STREET,25 WEST 174 STREET,BRONX,BRONX,40.84670311,-73.91443084
WATER STORAGE TANK #28,11850,128 STREET,11850 128 STREET,SOUTH OZONE PARK,QUEENS,40.673853,-73.810469
UNIVERSITY CONSOL. PLAYSTREET,135,WEST 175 STREET,135 WEST 175 STREET,BRONX,BRONX,40.8483146,-73.92011131
CAMPUS EDUCATION,26,BROADWAY,26 BROADWAY,BROOKLYN,BROOKLYN,40.71048614,-73.96791697
NE EAST 127TH STREET & LEXINGTON AVENUE FOOD DROP-OFF SITE,,,,NEW YORK,MANHATTAN,40.80556262,-73.93639237
EAST 85TH GARAGE LLC,30,EAST 85 STREET,30 EAST 85 STREET,NEW YORK,MANHATTAN,40.78007652,-73.95977784
P.S. 024 ANDREW JACKSON,45-57,UNION STREET,45-57 UNION STREET,FLUSHING,QUEENS,40.75201296,-73.81822302
OSS PROJECT INC,,,68 JAY ST,BROOKLYN,BROOKLYN,,
SE SICKLES STREET & NAGLE AVENUE FOOD DROP-OFF SITE,,,,NEW YORK,MANHATTAN,40.86054009,-73.92733723
HARLEM COURTHOUSE,170-174,EAST 121 STREET,170-174 EAST 121 STREET,NEW YORK,MANHATTAN,40.801212,-73.93846
P.S. 217 COLONEL DAVID MARCUS SCHOOL,1100,NEWKIRK AVENUE,1100 NEWKIRK AVENUE,BROOKLYN,BROOKLYN,40.63361914,-73.96629811
CAREERS IN SPORTS HIGH SCHOOL,730,CONCOURSE VILLAGE WEST,730 CONCOURSE VILLAGE WEST,BRONX,BRONX,40.8220364,-73.92339737
TRIBECA GREENMARKET LEAF DROP-OFF SITE,,,,NEW YORK,MANHATTAN,40.71743226,-74.01079445
I.S. 232,1700,MACOMBS ROAD,1700 MACOMBS ROAD,BRONX,BRONX,40.84946381,-73.91551914
"IMPERIAL PARKING (U.S.), LLC",92-30,165 STREET,92-30 165 STREET,JAMAICA,QUEENS,40.70424813,-73.79461643
PRION CORP,300,EAST 77 STREET,300 EAST 77 STREET,NEW YORK,MANHATTAN,40.77168399,-73.9558128
"JAPANESE FOLK DANCE INSTITUTE OF NEW YORK, INC.",568,GRAND STREET,568 GRAND STREET,NEW YORK,MANHATTAN,40.71429144,-73.97907983
HUNTS POINT PLAYGROUND,1300,SPOFFORD AVENUE,1300 SPOFFORD AVENUE,BRONX,BRONX,40.81426895,-73.8858884
PARADISE TRANSITIONAL HOUSING PROGRAM TEXTILE DROP-OFF SITE,,,"2395 GRAND CONCOURSE, THE BRONX, NY, USA",BRONX,BRONX,40.859981,-73.898972
PRESTON HIGH SCHOOL,2780,SCHURZ AVENUE,2780 SCHURZ AVENUE,BRONX,BRONX,40.81377254,-73.81969128
LEADERS DAY CAMP AT PS 162,45-52,193 STREET,45-52 193 STREET,FLUSHING,QUEENS,40.75428765,-73.78836054
P.A.C. GARAGE CORP.,120,EAST 87 STREET,120 EAST 87 STREET,NEW YORK,MANHATTAN,40.78007373,-73.9557151
NEW AGE TRAINING,500,8 AVENUE,500 8 AVENUE,NEW YORK,MANHATTAN,40.75300948,-73.99244092
GOVERNORS ISLAND COMPOST LEARNING CENTER FOOD DROP-OFF SITE,,,758 ENRIGHT RD,NEW YORK,MANHATTAN,40.6871579,-74.0201142
MATT'S AUTOMOTIVE CORP,1775,PACIFIC STREET,1775 PACIFIC STREET,BROOKLYN,BROOKLYN,40.67687545,-73.93135195
S.D. BARRON LLC,85,4 AVENUE,85 4 AVENUE,NEW YORK,MANHATTAN,40.73150625,-73.98991937
SMARTCOMPOSTING: MAIDEN LANE & PEARL STREET FOOD DROP-OFF SITE,,,,NEW YORK,MANHATTAN,40.70688,-74.00684
SURROGATE COURT,31,CHAMBERS STREET,31 CHAMBERS STREET,NEW YORK,MANHATTAN,40.713594,-74.004242
JAMES WELDON JOHNSON,176,EAST 115 STREET,176 EAST 115 STREET,NEW YORK,MANHATTAN,40.79739286,-73.94152452
Q1 UNDER PULASKI BRIDGE,,,Q1 UNDER PULASKI BRIDGE,BROOKLYN,BROOKLYN,40.73922265,-73.95275909
"ART OF THE EARLY KEYBOARD, INC.",170,WEST 73 STREET,170 WEST 73 STREET,NEW YORK,MANHATTAN,40.77892649,-73.98096052
QP HOSP LLC,120,EAST 210 STREET,120 EAST 210 STREET,BRONX,BRONX,40.87943596,-73.88053123
"MARTIN LUTHER KING, JR. CONCERT SERIES, INC.",32,COURT STREET,32 COURT STREET,BROOKLYN,BROOKLYN,40.69297335,-73.99111542
PLANNED PARENTHOOD STATEN ISLAND HEALTH CENTER,23,HYATT STREET,23 HYATT STREET,STATEN ISLAND,STATEN ISLAND,40.6420463,-74.0773348
JACKSON HEIGHTS,35-51,81 STREET,35-51 81 STREET,JACKSON HEIGHTS,QUEENS,40.75020165,-73.88506857
88TH GARAGE CORP.,100,WEST 89 STREET,100 WEST 89 STREET,NEW YORK,MANHATTAN,40.78831274,-73.97130508
"AHL FOUNDATION, INC.",420,WEST 23 STREET,420 WEST 23 STREET,NEW YORK,MANHATTAN,40.74665168,-74.00239263
AMERICAN THEATRE OF HARLEM,138,SOUTH OXFORD STREET,138 SOUTH OXFORD STREET,BROOKLYN,BROOKLYN,40.68514086,-73.97354594
NYCHA-LINDEN HOUSES,195,COZINE AVENUE,195 COZINE AVENUE,BROOKLYN,BROOKLYN,40.65544672,-73.88540973
"KEEN THEATER COMPANY, INC.",520,8 AVENUE,520 8 AVENUE,NEW YORK,MANHATTAN,40.75361692,-73.99190514
1872 E TREMONT PARKING CORP,1872,EAST TREMONT AVENUE,1872 EAST TREMONT AVENUE,BRONX,BRONX,40.84073653,-73.864678
DSNY MULDOON AVE HOUSEHOLD SPECIAL WASTE DROP-OFF FACILITY,,,MULDOON AVENEU,STATEN ISLAND,STATEN ISLAND,,
URBAN ACTION ACADEMY,1600,ROCKAWAY PARKWAY,1600 ROCKAWAY PARKWAY,BROOKLYN,BROOKLYN,40.64043381,-73.89850364
CORONA,,,,CORONA,QUEENS,40.752872,-73.845691
880 FIFTH AVENUE PARKING MANAGEMENT CORP,880,5 AVENUE,880 5 AVENUE,NEW YORK,MANHATTAN,40.77061221,-73.96791263
"HORIZON CONCERTS, INC.",420,LEXINGTON AVENUE,420 LEXINGTON AVENUE,NEW YORK,MANHATTAN,40.75269769,-73.9758508
STAPLES ELECTRONICS DROP-OFF SITE,,,5110 BROADWAY,WOODSIDE,QUEENS,40.753634,-73.908705
BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,800,EAST GUN HILL ROAD,800 EAST GUN HILL ROAD,BRONX,BRONX,40.87518475,-73.86163461
CHINESE WRITERS ASSOCIATION OF NEW YORK,189-23,46 AVENUE,189-23 46 AVENUE,FLUSHING,QUEENS,40.75374638,-73.79041186
EPIC PLAYERS INC,138,SOUTH OXFORD STREET,138 SOUTH OXFORD STREET,BROOKLYN,BROOKLYN,40.68514086,-73.97354594
UNITED STATES POST OFFICE-FLATBUSH STATION,,,,BROOKLYN,BROOKLYN,40.65095321,-73.95641961
CASTLE HILL MEDICAL CENTER OF NEW YORK INC.,920,CASTLE HILL AVENUE,920 CASTLE HILL AVENUE,BRONX,BRONX,40.82604734,-73.84926807
ELMHURST VOYAGES HIGH SCHOOL,45-10,94 STREET,45-10 94 STREET,ELMHURST,QUEENS,40.74336014,-73.87149779
P.O. REINALDO SALGADO PLAYGROUND,750,MONROE STREET,750 MONROE STREET,BROOKLYN,BROOKLYN,40.68790248,-73.92546141
KIDDIE SAFE HAVEN INC,1891,MCGRAW AVENUE,1891 MCGRAW AVENUE,BRONX,BRONX,40.83467082,-73.86236348
"RIVERSIDE SYMPHONY, INC.",225,WEST 99 STREET,225 WEST 99 STREET,NEW YORK,MANHATTAN,40.79653623,-73.96930164
"STEP UP THERAPY SERVICES PT, OT, SLP",1100,CONEY ISLAND AVENUE,1100 CONEY ISLAND AVENUE,BROOKLYN,BROOKLYN,40.6306344,-73.96665465
MACHNE OHEL FEIGA,183,WILSON STREET,183 WILSON STREET,BROOKLYN,BROOKLYN,40.70669567,-73.9606599
PS 274/IS 229/METRO NORTH,275,HARLEM RIVER PARK BRIDGE,275 HARLEM RIVER PARK BRIDGE,BRONX,BRONX,40.852031,-73.921695
SP PLUS CORPORATION,910,5 AVENUE,910 5 AVENUE,NEW YORK,MANHATTAN,40.77248309,-73.96646712
PULASKI PLAYGROUND,280,HART STREET,280 HART STREET,BROOKLYN,BROOKLYN,40.69375949,-73.94073651
TRANSIT FACILITY,6124,13 AVENUE,6124 13 AVENUE,BROOKLYN,BROOKLYN,40.628512,-74.000681
P.S. 094 DAVID D. PORTER,41-77,LITTLE NECK PARKWAY,41-77 LITTLE NECK PARKWAY,LITTLE NECK,QUEENS,40.77132414,-73.73864198
NORTH FOREST PARK,98-27,METROPOLITAN AVENUE,98-27 METROPOLITAN AVENUE,FOREST HILLS,QUEENS,40.71118636,-73.85367191
"WILLIAMSBURG ART NEXUS, INC.",,,23-51 26TH STREET,BROOKLYN,BROOKLYN,40.661644,-74.001463
P.S. 220 EDWARD MANDEL,62-10,108 STREET,62-10 108 STREET,FOREST HILLS,QUEENS,40.73648381,-73.85227035
WILLIAMSBRIDGE OVAL PARK,,,,BRONX,BRONX,40.87763575,-73.87738713
"NEW REVIEW, INC.",611,BROADWAY,611 BROADWAY,NEW YORK,MANHATTAN,40.72589544,-73.99698152
THE ENDOSCOPY CENTER OF NEW YORK,201,EAST 93 STREET,201 EAST 93 STREET,NEW YORK,MANHATTAN,40.7834719,-73.95004445
NYPD 112TH PRECINCT,68-40,AUSTIN STREET,68-40 AUSTIN STREET,FOREST HILLS,QUEENS,40.722323,-73.851379
INDOOR STORAGE (WAREHOUSE),850,2 AVENUE,850 2 AVENUE,BROOKLYN,BROOKLYN,40.659275,-74.004426
MIDDLE SCHOOL 142,3750,BAYCHESTER AVENUE,3750 BAYCHESTER AVENUE,BRONX,BRONX,40.88616514,-73.84042971
3480 THIRD AVENUE PARKING INC.,3480,3 AVENUE,3480 3 AVENUE,BRONX,BRONX,40.83039683,-73.90579243
CUNY CITY COLLEGE,,,,NEW YORK,MANHATTAN,40.81961142,-73.95061871
BROOKLYN ACADEMY OF MUSIC,30,LAFAYETTE AVENUE,30 LAFAYETTE AVENUE,BROOKLYN,BROOKLYN,40.68646555,-73.97769775
FRANKLIN AVENUE SHUTTLE,108,MONTGOMERY STREET,108 MONTGOMERY STREET,BROOKLYN,BROOKLYN,40.665787,-73.960894
ROCKAWAY PARK,,,,ROCKAWAY PARK,QUEENS,40.581368,-73.834329
"BROADWAYS BABIES FUND, INC",336,WEST 37 STREET,336 WEST 37 STREET,NEW YORK,MANHATTAN,40.75466722,-73.99403189
SOCIETY FOR THE PRESERVATION AND ENCOURAGEMENT OF BARBER SHOP QUARTET,,,,NEW YORK,MANHATTAN,40.728506,-73.990262
NEW YORK PARKING 51ST STREET CORP.,251,EAST 51 STREET,251 EAST 51 STREET,NEW YORK,MANHATTAN,40.75586152,-73.96831898
"EMBASSY GARAGE PARTNERS, LLC",120,EAST 81 STREET,120 EAST 81 STREET,NEW YORK,MANHATTAN,40.77624838,-73.95843275
"MARTHA GRAHAM CENTER OF CONTEMPORARY DANCE, INC.",55,BETHUNE STREET,55 BETHUNE STREET,NEW YORK,MANHATTAN,40.73655989,-74.00901108
ALLHEALTH D & T CENTER-BROOKLYN,1100,CONEY ISLAND AVENUE,1100 CONEY ISLAND AVENUE,BROOKLYN,BROOKLYN,40.6306344,-73.96665465
NEW YORK BOTANICAL GARDEN,,,,BRONX,BRONX,40.86228537,-73.87724116
ST JOHNS RESIDENCE SCHOOL BOYS,150,BEACH 110 STREET,150 BEACH 110 STREET,FAR ROCKAWAY,QUEENS,40.58008869,-73.83071492
"BRIGHTON BALLET THEATER COMPANY, INC.",2001,ORIENTAL BOULEVARD,2001 ORIENTAL BOULEVARD,BROOKLYN,BROOKLYN,40.57808235,-73.93500212
WOODLAWN PLAYGROUND,,,E 238TH ST,BRONX,BRONX,40.89897407,-73.87388605
HARPSICHORD UNLIMITED,215,WEST 98 STREET,215 WEST 98 STREET,NEW YORK,MANHATTAN,40.7959566,-73.97023961
NYU COLLEGE OF DENTISTRY - BROOKLYN,445,ALBEE SQUARE WEST,445 ALBEE SQUARE WEST,BROOKLYN,BROOKLYN,40.69105799,-73.9829326
RIVERBAY CORPORATION,99,BELLAMY LOOP,99 BELLAMY LOOP,BRONX,BRONX,40.87303711,-73.82500399
HUDSON VIEW GARAGE LLC,747,10 AVENUE,747 10 AVENUE,NEW YORK,MANHATTAN,40.7652039,-73.99202454
SMITH STREET ARTS ET LETTRES,166,MONTAGUE STREET,166 MONTAGUE STREET,BROOKLYN,BROOKLYN,40.69410692,-73.99268883
PENN PARKING LLC,1,PENN PLAZA,1 PENN PLAZA,NEW YORK,MANHATTAN,40.75118332,-73.99218184
BRONX HISPANIC FESTIVAL INC,,,,BRONX,BRONX,,
LIBERTY HALL CHURCH OF GOD,1407,FLATBUSH AVENUE,1407 FLATBUSH AVENUE,BROOKLYN,BROOKLYN,40.63649918,-73.95119451
SUN RIVER HEALTH INWOOD,1543,INWOOD AVENUE,1543 INWOOD AVENUE,BRONX,BRONX,40.84401858,-73.91674941
DIST 6 P.192 PRESCHOOL SPECIAL ED,500,WEST 138 STREET,500 WEST 138 STREET,NEW YORK,MANHATTAN,40.82099275,-73.95306919
SP PLUS CORPORATION,146,WEST 57 STREET,146 WEST 57 STREET,NEW YORK,MANHATTAN,40.76480065,-73.97923836
METROPOLITAN MONTESSORI SCHOOL,325,WEST 85 STREET,325 WEST 85 STREET,NEW YORK,MANHATTAN,40.78874743,-73.97910637
RIVERBAY CORPORATION,99,DREISER LOOP,99 DREISER LOOP,BRONX,BRONX,40.87780074,-73.82880266
NYU LANGONE PERLMUTTER CANCER CENTER - BAYRIDGE,8721,5 AVENUE,8721 5 AVENUE,BROOKLYN,BROOKLYN,40.62036129,-74.02686008
"NEW YORK THEATRE WORKSHOP, INC.",79,EAST 4 STREET,79 EAST 4 STREET,NEW YORK,MANHATTAN,40.72667596,-73.98999757
P.S./I.S. 119 THE GLENDALE,74-01,78 AVENUE,74-01 78 AVENUE,RIDGEWOOD,QUEENS,40.70498289,-73.87494859
"ALLIANCE OF QUEENS ARTISTS, INC.",99-10,METROPOLITAN AVENUE,99-10 METROPOLITAN AVENUE,FOREST HILLS,QUEENS,40.71066978,-73.85334629
BRONX 5 ADMINISTRATION BLDG,1310,CROMWELL AVENUE,1310 CROMWELL AVENUE,BRONX,BRONX,40.83918,-73.920391
8936 PARKING LLC,89-36,SUTPHIN BOULEVARD,89-36 SUTPHIN BOULEVARD,JAMAICA,QUEENS,40.70304115,-73.80876128
RUSSIAN AMERICAN CULTURAL HERITAGE CENTER,34,HILLSIDE AVENUE,34 HILLSIDE AVENUE,NEW YORK,MANHATTAN,40.85869314,-73.92890513
P.S. 5 PORT MORRIS,564,JACKSON AVENUE,564 JACKSON AVENUE,BRONX,BRONX,40.81365702,-73.90845584
STATEN ISLAND BUSINESS CENTER,350,ST MARKS PLACE,350 ST MARKS PLACE,STATEN ISLAND,STATEN ISLAND,40.641276,-74.078249
COVENANT HOUSE,427,WEST 52 STREET,427 WEST 52 STREET,NEW YORK,MANHATTAN,40.76545744,-73.98924577
FACILITIES MAINTENANCE,,BEACH CHANNEL,BEACH CHANNEL,,QUEENS,40.582089,-73.846982
48-03 69 ST TEXTILE DROP-OFF SITE,,,"48-03 69TH ST, QUEENS, NY 11377, USA",WOODSIDE,QUEENS,40.738162,-73.895591
EAST END,2322,THIRD AVENUE,2322 THIRD AVENUE,NEW YORK,MANHATTAN,40.80486686,-73.93551892
P.S. 120 QUEENS,58-01,136 STREET,58-01 136 STREET,FLUSHING,QUEENS,40.74517232,-73.82890324
GRAND CENTRAL LIBRARY,135,EAST 46 STREET,135 EAST 46 STREET,NEW YORK,MANHATTAN,40.754072,-73.97349847
130 EAST 18TH GARAGE CORP.,130,EAST 18 STREET,130 EAST 18 STREET,NEW YORK,MANHATTAN,40.73610789,-73.98667732
P.S. 100 ISAAC CLASON,800,TAYLOR AVENUE,800 TAYLOR AVENUE,BRONX,BRONX,40.82196785,-73.86264472
BLANCHE FAR ROCKAWAY TEXTILE DROP-OFF SITE,,,"4402 BEACH CHANNEL DR, FAR ROCKAWAY, NY 11691, USA",FAR ROCKAWAY,QUEENS,40.59584,-73.776327
SOUTH STREET SEAPORT,,,,NEW YORK,MANHATTAN,40.70611878,-74.00291434
WEST 72ND STREET GARAGE LLC,15,WEST 72 STREET,15 WEST 72 STREET,NEW YORK,MANHATTAN,40.77704054,-73.97689297
SP PLUS CORPORATION,688,MAIN STREET,688 MAIN STREET,NEW YORK,MANHATTAN,40.76455465,-73.94670333
169 LUDLOW PARKING LLC,180,ORCHARD STREET,180 ORCHARD STREET,NEW YORK,MANHATTAN,40.72174725,-73.98801401
RRG PARKING LLC,5229,BROADWAY,5229 BROADWAY,NEW YORK,MANHATTAN,40.87540873,-73.90934893
CORPORATE PARK OF STATEN ISLAND,33,SHIRRA AVENUE,33 SHIRRA AVENUE,STATEN ISLAND,STATEN ISLAND,40.59191901,-74.1516813
BMS AT ASHFORD,650,ASHFORD STREET,650 ASHFORD STREET,BROOKLYN,BROOKLYN,40.66584766,-73.88338293
3601 WALDO AVE TEXTILE DROP-OFF SITE,,,"3601 WALDO AVENUE, BRONX, NY, USA",BRONX,BRONX,40.88593,-73.90572
DOWNTOWN BROOKLYN DIALYSIS,133,MILL STREET,133 MILL STREET,BROOKLYN,BROOKLYN,40.67525801,-74.00124189
CONCOURSE,,,,BRONX,BRONX,40.875027,-73.889797
BAIS ESTHER SCHOOL 3,945,39 STREET,945 39 STREET,BROOKLYN,BROOKLYN,40.64536727,-73.99363176
NYP/QUEENS PRIMARY CARE CENTER,182-19,HORACE HARDING EXPRESSWAY,182-19 HORACE HARDING EXPRESSWAY,FRESH MEADOWS,QUEENS,40.7400243,-73.79153056
MACOMB'S BRIDGE LIBRARY,2633,ADAM CLAYTON POWELL JR BOULEVARD,2633 ADAM CLAYTON POWELL JR BOULEVARD,NEW YORK,MANHATTAN,40.82536667,-73.93551246
OUT MY CLOSET TEXTILE DROP-OFF SITE,,,,BELLEROSE,QUEENS,40.73492227,-73.72130736
CROWN BUSINESS INST-NYC,163-18,JAMAICA AVENUE,163-18 JAMAICA AVENUE,JAMAICA,QUEENS,40.70463767,-73.79619835
LAGUARDIA AND WAGNER ARCHIVES,31-10,THOMSON AVENUE,31-10 THOMSON AVENUE,LONG ISLAND CITY,QUEENS,40.74398091,-73.93509767
BUSHWICK CENTER FOR REHABILITATION AND HEALTH CARE,,,59-25 67TH AVENUE,RIDGEWOOD,QUEENS,40.704689,-73.900902
TALMUD TORAH D'NITRA,265,MARCUS GARVEY BOULEVARD,265 MARCUS GARVEY BOULEVARD,BROOKLYN,BROOKLYN,40.68853916,-73.93881832
72-06 57 AVE TEXTILE DROP-OFF SITE,,,"72-06 57TH AVENUE, MASPETH, NY, USA",MASPETH,QUEENS,40.728087,-73.890758
BARMAX GARAGE CORP.,203,WEST 77 STREET,203 WEST 77 STREET,NEW YORK,MANHATTAN,40.78223572,-73.97966293
BUSHWICK,50,HUMBOLDT STREET,50 HUMBOLDT STREET,BROOKLYN,BROOKLYN,40.70325097,-73.94041643
SAILOR'S SNUG HARBOR PARK ADDITION,0,RICHMOND TERRACE,00000 RICHMOND TERRACE,STATEN ISLAND,STATEN ISLAND,40.645005,-74.100216
"LIC LOT, LLC",27-03,42 ROAD,27-03 42 ROAD,LONG ISLAND CITY,QUEENS,40.7495607,-73.94011257
HUDSON RIVER PARK'S PIER 84 AT W. 44TH ST. FOOD DROP-OFF SITE,,,,NEW YORK,MANHATTAN,40.76346,-74.00025
BRONX ARENA HIGH SCHOOL,1440,STORY AVENUE,1440 STORY AVENUE,BRONX,BRONX,40.82082899,-73.88077142
COPTIC BIBLE SUMMER SCHOOL,4095,AMBOY ROAD,4095 AMBOY ROAD,STATEN ISLAND,STATEN ISLAND,40.54958808,-74.1530964
AESOP PARK,555,PAGE AVENUE,555 PAGE AVENUE,STATEN ISLAND,STATEN ISLAND,40.51039165,-74.23040501
TILLOTSON AVENUE,2124,TILLOTSON AVENUE,2124 TILLOTSON AVENUE,BRONX,BRONX,40.880415,-73.832644
"WORKMENS CIRCLE/ARBETER RING, INC.",247,WEST 37 STREET,247 WEST 37 STREET,NEW YORK,MANHATTAN,40.75398548,-73.99122859
AVENUE R MALL,,,,BROOKLYN,BROOKLYN,40.60515084,-73.96362085
WOODSTOCK LIBRARY,761,EAST 160 STREET,761 EAST 160 STREET,BRONX,BRONX,40.82064019,-73.9046281
"MP 99, LLC",1559,LEXINGTON AVENUE,1559 LEXINGTON AVENUE,NEW YORK,MANHATTAN,40.78808115,-73.94913204
CANDLER BUILDING,,,,NEW YORK,MANHATTAN,40.75618322,-73.98815705
BKS13G GARAGE,2012,NEPTUNE AVENUE,2012 NEPTUNE AVENUE,BROOKLYN,BROOKLYN,40.57825328,-73.98770939
DRY HARBOR PLAYGROUND,,,MYRTLE AVE,RIDGEWOOD,QUEENS,40.69953608,-73.91103897
WELL STATION #49,,219 STREET,219 STREET,QUEENS VILLAGE,QUEENS,40.71246,-73.734887
ALC AT BELMONT ACADEMY,631,BELMONT AVENUE,631 BELMONT AVENUE,BROOKLYN,BROOKLYN,40.67211784,-73.88621162
WILLIAMS PLAZA,323,ROEBLING STREET,323 ROEBLING STREET,BROOKLYN,BROOKLYN,40.70811892,-73.96036574
MANHATTAN GRAPHICS CENTER,250,WEST 40 STREET,250 WEST 40 STREET,NEW YORK,MANHATTAN,40.75530225,-73.98982805
56-57 OPERATING CORP.,409,WEST 56 STREET,409 WEST 56 STREET,NEW YORK,MANHATTAN,40.76757468,-73.98651079
"ONE PARKING 703, INC.",209-90,23 AVENUE,209-90 23 AVENUE,BAYSIDE,QUEENS,40.7780007,-73.78104812
